Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2019,Alameda,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,113
2019,Alameda,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,1231
2019,Alameda,Diesel,Diesel,, ,15924
2019,Alameda,Gasoline,Flex Fuel,, ,32169
2019,Alameda,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,156
2019,Alameda,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,14
2019,Alameda,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,266
2019,Alameda,Gasoline,Gasoline,, ,995119
2019,Alameda,Gasoline Hybrid,Gasoline Hybrid,, ,66895
2019,Alameda,Other,Natural Gas,, ,299
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,419
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,128
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,511
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,12
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,159
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,857
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,55
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PHEV,2
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,27
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,3952
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,469
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,9
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,785
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1150
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,52
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,1303
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,129
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,90
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,387
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,70
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,1
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,1
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,72
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,86
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,247
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,27
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,22
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,139
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,58
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,43
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,103
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,2122
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,2342
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,5
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,8
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60,1
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,113
2019,Alameda,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,159
2019,Alameda,Other,Propane,, ,29
2019,Alpine,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,3
2019,Alpine,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,1
2019,Alpine,Diesel,Diesel,, ,113
2019,Alpine,Gasoline,Flex Fuel,, ,72
2019,Alpine,Gasoline,Gasoline,, ,1338
2019,Alpine,Gasoline Hybrid,Gasoline Hybrid,, ,30
2019,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,1
2019,Alpine,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,1
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,13
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,4
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,1
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,2
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,1
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,1
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,13
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,19
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,12
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,2
2019,Amador,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,2
2019,Amador,Diesel,Diesel,, ,3633
2019,Amador,Gasoline,Flex Fuel,, ,1706
2019,Amador,Gasoline,Gasoline,, ,32981
2019,Amador,Gasoline Hybrid,Gasoline Hybrid,, ,806
2019,Amador,Other,Natural Gas,, ,2
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,1
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,1
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,1
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,1
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,2
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,35
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,12
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,20
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,2
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,1
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,3
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,1
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,2
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,1
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,2
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,2
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,6
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,10
2019,Amador,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,2
2019,Amador,Other,Propane,, ,4
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,1
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,4
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,33
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,7
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,5
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,5
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,7
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,1
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,1
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,2
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,60
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,3
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,110
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,65
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,22
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,2
2019,Butte,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,9
2019,Butte,Diesel,Diesel,, ,10164
2019,Butte,Gasoline,Flex Fuel,, ,7685
2019,Butte,Gasoline,Gasoline,, ,132134
2019,Butte,Gasoline Hybrid,Gasoline Hybrid,, ,4142
2019,Butte,Other,Natural Gas,, ,4
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,2
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,1
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,5
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,5
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,18
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,1
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,1
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,98
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,17
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,41
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,41
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,1
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,19
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,11
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,4
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,8
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,1
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,4
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,1
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,1
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,2
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,6
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,60
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,103
2019,Butte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,7
2019,Butte,Other,Propane,, ,10
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,10
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,2
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,1
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,1
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,1
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,2
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,1
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,13
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,29
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,18
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,7
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,1
2019,Calaveras,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,2
2019,Calaveras,Diesel,Diesel,, ,4987
2019,Calaveras,Gasoline,Flex Fuel,, ,2279
2019,Calaveras,Gasoline,Gasoline,, ,42408
2019,Calaveras,Gasoline Hybrid,Gasoline Hybrid,, ,1035
2019,Calaveras,Other,Natural Gas,, ,2
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,2
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,2
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,2
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,47
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,2
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,7
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,18
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,2
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,4
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,2
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,4
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,1
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,3
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,15
2019,Calaveras,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,20
2019,Calaveras,Other,Propane,, ,7
2019,Colusa,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,2
2019,Colusa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,1
2019,Colusa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,1
2019,Colusa,Diesel,Diesel,, ,1591
2019,Colusa,Gasoline,Flex Fuel,, ,1497
2019,Colusa,Gasoline,Gasoline,, ,15458
2019,Colusa,Gasoline Hybrid,Gasoline Hybrid,, ,251
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,1
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,7
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,2
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,3
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,1
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,1
2019,Colusa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,8
2019,Colusa,Other,Propane,, ,6
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,50
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,143
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,1287
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,81
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,293
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,152
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Ford,Ranger,1
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,86
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Honda,Fit EV,11
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,23
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,42
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,35
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,67
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,90
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,53
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,11
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,1498
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,55
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,4690
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,2760
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,1166
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,17
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,68
2019,Contra Costa,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,493
2019,Contra Costa,Diesel,Diesel,, ,18279
2019,Contra Costa,Gasoline,Flex Fuel,, ,30054
2019,Contra Costa,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,98
2019,Contra Costa,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,6
2019,Contra Costa,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,111
2019,Contra Costa,Gasoline,Gasoline,, ,765990
2019,Contra Costa,Gasoline Hybrid,Gasoline Hybrid,, ,43184
2019,Contra Costa,Other,Natural Gas,, ,196
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,191
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,82
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,375
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,4
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,129
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,437
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,49
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PHEV,7
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,23
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2063
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,227
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,1
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,598
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1248
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,46
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,624
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,95
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,106
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Revero,1
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,190
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,34
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,3
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,36
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,52
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,163
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,17
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,16
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,67
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,918 Spyder,2
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,59
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,45
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,50
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,1069
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,1364
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,7
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,66
2019,Contra Costa,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,103
2019,Contra Costa,Other,Propane,, ,28
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,1
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,6
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,4
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,1
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,1
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,5
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,7
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,7
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,2
2019,Del Norte,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,1
2019,Del Norte,Diesel,Diesel,, ,1586
2019,Del Norte,Gasoline,Flex Fuel,, ,1027
2019,Del Norte,Gasoline,Gasoline,, ,16048
2019,Del Norte,Gasoline Hybrid,Gasoline Hybrid,, ,337
2019,Del Norte,Other,Natural Gas,, ,1
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,1
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3 REx,2
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,20
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,5
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,1
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,1
2019,Del Norte,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,1
